[E 260316 15:35:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57716', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57752', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57753', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57756', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57757', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57763', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57764', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57769', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57773', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57774', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57789', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57790', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57791', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57793', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57794', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57795', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57797', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57798', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57799', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57802', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57806', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57813', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57816', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260316 15:35:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '64:6c:80:22:3d:4d', 'Accept': 'application/json', 'X-PrivateKey': '99xPBkWx', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NFO', 'symboltoken': '57817', 'interval': 'ONE_MINUTE', 'fromdate': '2026-03-15 09:15', 'todate': '2026-03-16 15:30'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
